Year,Filename,Title,Authors,G1,G2,G3,G4,G5,G6,G7,T1,T2,Q1,Q2,Q3,Flag_Grad,Flag_HighQ,Flag_WB,Flag_NoEcon,Flag_NoCode,Flag_NoReal,Traditional_Score
2024,sec24fall-prepub-490-jin.pdf,"FaceObfuscator: Defending Deep Learning-based Privacy Attacks with Gradient Descent-resistant Features in Face Recognition Shuaifan Jin†,≀He Wang†,≀Zh","Shuaifan Jin†,≀He Wang†,≀Zhibo Wang†,≀,∗Feng Xiao/naturalJiahui Hu†,≀Yuan He‡ Wenwen Zhang‡Zhongjie Ba†,≀Weijie Fang/sharpShuhong Yuan/sharpKui Ren†,≀ †The State Key Laboratory of Blockchain and DataS",def,Privacy,DL,Images,YES,YES,YES,White-box,Full,YES,High,Low,1,1,1,0,0,0,3
2024,sec24fall-prepub-877-shen-xinyue (1).pdf,Prompt Stealing Attacks Against Text-to-Image Generation Models Xinyue Shen Yiting Qu Michael Backes Yang Zhang CISPA Helmholtz Center for Information,CISPA Helmholtz Center for Information Security Abstract Text-to-Image generation models have revolutionized the art- work design process and enabled anyone to create high-quality images by entering t,atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec24fall-prepub-877-shen-xinyue.pdf,Prompt Stealing Attacks Against Text-to-Image Generation Models Xinyue Shen Yiting Qu Michael Backes Yang Zhang CISPA Helmholtz Center for Information,CISPA Helmholtz Center for Information Security Abstract Text-to-Image generation models have revolutionized the art- work design process and enabled anyone to create high-quality images by entering t,atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec24summer-prepub-1096-wang-zihao.pdf,"Tossing in the Dark: Practical Bit-Flipping on Gray-box Deep Neural Networks for Runtime Trojan Injection∗ Zihao Wang1, Di Tang1, XiaoFeng Wang1, Wei","Runtime Trojan Injection∗ Zihao Wang1, Di Tang1, XiaoFeng Wang1, Wei He2, Zhaoyang Geng2, Wenhao Wang2 1Indiana University Bloomington 2SKLOIS, Institute of Information Engineering, Chinese Academy ",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec24summer-prepub-171-levi.pdf,Splitting the Difference on Adversarial Training Matan Levi Ben-Gurion University of the Negev matanle@post.bgu.ac.ilAryeh Kontorovich Ben-Gurion Univ,Splitting the Difference on Adversarial Training Matan Levi Ben-Gurion University of the Negev matanle@post.bgu.ac.ilAryeh Kontorovich Ben-Gurion University of the Negev,def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec24summer-prepub-176-wu-yixin.pdf,Quantifying Privacy Risks of Prompts in Visual Prompt Learning Yixin Wu1Rui Wen1Michael Backes1Pascal Berrang2Mathias Humbert3Yun Shen4Yang Zhang1 1CI,Yixin Wu1Rui Wen1Michael Backes1Pascal Berrang2Mathias Humbert3Yun Shen4Yang Zhang1 1CISPA Helmholtz Center for Information Security 2University of Birmingham3University of Lausanne4Netapp Abstract La,atk,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec24summer-prepub-349-li-changjiang.pdf,On the Difficulty of Defending Contrastive Learning against Backdoor Attacks Changjiang Li⋆Ren Pang†Bochuan Cao†Zhaohan Xi†Jinghui Chen† Shouling Ji‡T,"Changjiang Li⋆Ren Pang†Bochuan Cao†Zhaohan Xi†Jinghui Chen† Shouling Ji‡Ting Wang⋆ ⋆Stony Brook University†Pennsylvania State University‡Zhejiang University meet.cjli@gmail.com, {rbp5354, bccao, zxx51",atk,Poisoning,DL,Images,YES,YES,NO,Black-box,Full,YES,High,Low,1,1,0,0,0,1,3
2024,sec24summer-prepub-365-zhang-guangsheng.pdf,How Does a Deep Learning Model Architecture Impact Its Privacy? A Comprehensive Study of Privacy Attacks on CNNs and Transformers Guangsheng Zhang1Bo ,"Guangsheng Zhang1Bo Liu1Huan Tian1Tianqing Zhu1 Ming Ding2Wanlei Zhou3 1University of Technology Sydney2Data 61, Australia3City University of Macau Abstract As a booming research area in the past deca",atk,Privacy,DL,Images,YES,NO,NO,White-box,Full,YES,High,Low,1,1,1,0,1,1,5
2024,sec24summer-prepub-373-diaa.pdf,"Fast and Private Inference of Deep Neural Networks by Co-designing Activation Functions Abdulrahman Diaa∗1, Lucas Fenaux∗1, Thomas Humphries∗1, Marian","Bailey Kacsmar1, Xinda Li1, Nils Lukas1, Rasoul Akhavan Mahdavi1, Simon Oya1, Ehsan Amjadian1, 2, and Florian Kerschbaum1 1University of Waterloo 2Royal Bank of Canada {abdulrahman.diaa, lucas.fenaux,",def,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec24summer-prepub-385-shen-meng.pdf,"Transferability of White-box Perturbations: Query-Efficient Adversarial Attacks against Commercial DNN Services Meng Shen1, Changyue Li1, Qi Li2, Hao ","Meng Shen1, Changyue Li1, Qi Li2, Hao Lu3, Liehuang Zhu1, and Ke Xu4 1School of Cyberspace Science and Technology, Beijing Institute of Technology, China 2Institute for Network Sciences and Cyberspace",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec24summer-prepub-409-tang.pdf,"MODEL GUARD : Information-Theoretic Defense Against Model Extraction Attacks Minxue Tang1, Anna Dai1, Louis DiValentin2, Aolin Ding2, Amin Hass2, Neil","Minxue Tang1, Anna Dai1, Louis DiValentin2, Aolin Ding2, Amin Hass2, Neil Zhenqiang Gong1, Yiran Chen1, Hai ""Helen"" Li1 1Department of Electrical and Computer Engineering, Duke University 2Cyber Secur",def,Privacy,DL,Images,YES,YES,NO,White-box,None,YES,High,Low,1,1,1,0,0,1,4
2024,sec24summer-prepub-617-zhang-boyang.pdf,SECURITY NET: Assessing Machine Learning Vulnerabilities on Public Models Boyang Zhang Zheng Li Ziqing Yang Xinlei He Michael Backes Mario Fritz Yang ,"CISPA Helmholtz Center for Information Security Abstract While advanced machine learning (ML) models are de- ployed in numerous real-world applications, previous works demonstrate these models have se",atk,Privacy,DL,Images,YES,YES,NO,Black-box,Partial,NO,High,High,0,1,0,0,0,1,2
2024,sec24summer-prepub-641-liu-jian.pdf,False Claims against Model Ownership Resolution∗ Jian Liu† † Zhejiang University jian.liu@zju.edu.cnRui Zhang† Zhejiang University zhangrui98@zju.edu.,False Claims against Model Ownership Resolution∗ Jian Liu† † Zhejiang University jian.liu@zju.edu.cnRui Zhang† Zhejiang University,atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec24summer-prepub-659-zhu.pdf,"AE-Morpher: Improve Physical Robustness of Adversarial Objects against LiDAR-based Detectors via Object Reconstruction Shenchen Zhu1,2,Yue Zhao1,Kai ","Shenchen Zhu1,2,Yue Zhao1,Kai Chen1,2,Bo Wang3,Hualong Ma1,2,Cheng’an Wei1,2 1Institute of Information Engineering, Chinese Academy of Sciences, China, 2School of Cyber Security, University of Chine",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec24summer-prepub-705-zhuang.pdf,Unveiling the Secrets without Data: Can Graph Neural Networks Be Exploited through Data-Free Model Extraction Attacks? Yuanxin Zhuang Chuan Shi∗Mengme,through Data-Free Model Extraction Attacks? Yuanxin Zhuang Chuan Shi∗Mengmei Zhang Beijing University of Posts and Telecommunications Key Laboratory of Trustworthy Distributed Computing and Service (B,atk,Privacy,DL,Other,YES,NO,NO,Black-box,None,YES,High,Low,1,1,0,0,1,1,4
2024,sec24summer-prepub-743-li.pdf,"Yes, One-Bit-Flip Matters! Universal DNN Model Inference Depletion with Runtime Code Fault Injection Shaofeng Li Peng Cheng LaboratoryXinyu Wang Shang",Shaofeng Li Peng Cheng LaboratoryXinyu Wang Shanghai Jiao Tong UniversityMinhui Xue CSIRO’s Data61Haojin Zhu Shanghai Jiao Tong University,atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,sec24summer-prepub-832-liu-hongbin.pdf,"Mudjacking: Patching Backdoor Vulnerabilities in Foundation Models Hongbin Liu Michael K. Reiter Neil Zhenqiang Gong Duke University {hongbin.liu, mic","Mudjacking: Patching Backdoor Vulnerabilities in Foundation Models Hongbin Liu Michael K. Reiter Neil Zhenqiang Gong Duke University {hongbin.liu, michael.reiter, neil.gong}@duke.edu Abstract",def,Poisoning,DL,Images,YES,NO,NO,Black-box,None,YES,High,Low,1,1,0,0,1,1,4
2024,sec24summer-prepub-920-dahiya.pdf,Machine Learning needs Better Randomness Standards: Randomised Smoothing andPRNG -based attacks Pranav Dahiya University of CambridgeIlia Shumailov Un,Randomised Smoothing andPRNG -based attacks Pranav Dahiya University of CambridgeIlia Shumailov University of OxfordRoss Anderson University of Cambridge,atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-an.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","33rd USENIX Security Symposium   is sponsored by USENIX.Rethinking the Invisible Protection against  Unauthorized Image Usage in Stable Diffusion Shengwei An, Lu Yan, Siyuan Cheng, Guangyu Shen, Kaiyu",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-annamalai-linear.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.A Linear Reconstruction Approach for Attribute  Inference Attacks against Synthetic Data Meenatchi Sundaram Muthu Selva Annamalai, University College London;   Andrea Gadotti an",atk,Privacy,DL,Other,YES,YES,NO,Black-box,None,NO,High,Low,0,1,0,0,0,1,2
2024,usenixsecurity24-ao.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.AutoFHE: Automated Adaption of CNNs   for Efficient Evaluation over FHE Wei Ao and Vishnu Naresh Boddeti, Michigan State University https://www.usenix.org/conference/usenixsecur",def,NA,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-bethany.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","of Large Language Semantics for Detecting   Human vs. Machine-Generated Text Mazal Bethany, The University of Texas at San Antonio and Secure AI and  Autonomy Lab; Brandon Wherry, The University of Te",def,Evasion,DL,Text,YES,YES,NO,Black-box,None,NO,None,Low,0,0,0,0,0,1,1
2024,usenixsecurity24-bouhoula.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open access to the Proceedings of the  33rd USENIX Security Symposium   is sponsored by USENIX.Automated Large-Scale Analysis of   Cookie N",def,Privacy,Both,Text,YES,YES,NO,Black-box,None,NO,Low,Low,0,0,0,0,0,1,1
2024,usenixsecurity24-cai-yifeng.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","Contra stive Learning Yifeng Cai, Key Laboratory of High Confidence Software Technologies ( PKU),  Ministry of Education; School of Computer Science, Peking University; Ziqi Zhang,  Department of Comp",def,Privacy,DL,Other,YES,YES,YES,Black-box,None,NO,Low,Low,0,0,0,0,0,0,0
2024,usenixsecurity24-chang.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","33rd USENIX Security Symposium   is sponsored by USENIX.Efficient Privacy Auditing in Federated Learning Hongyan Chang, National University of Singapore; Brandon Edwards,   Intel Corporation; Anindya ",atk,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-chen-baodong.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.Adversary is on the Road: Attacks on Visual  SLAM using Unnoticeable Adversarial Patch Baodong Chen, The Ohio State University; Wei Wang and Pascal Sikorski,  Saint Louis Univer",atk,Evasion,DL,Images,YES,YES,NO,Gray-box,Full,YES,High,Low,1,1,0,0,0,1,3
2024,usenixsecurity24-chen-meng.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.Devil in the Room: Triggering Audio Backdoors  in the Physical World Meng Chen, Zhejiang University; Xiangyu Xu, Southeast University;   Li Lu, Zhongjie Ba, Feng Lin, and Kui Re",atk,Poisoning,DL,Audio,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-debenedetti.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","33rd USENIX Security Symposium   is sponsored by USENIX.Privacy Side Channels in Machine Learning Systems Edoardo Debenedetti, ETH Zurich; Giorgio Severi, Northeastern University;  Nicholas Carlini, C",atk,Privacy,DL,Text,YES,NO,YES,Black-box,None,NO,High,Low,0,1,0,0,1,0,2
2024,usenixsecurity24-dentan.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open access to the Proceedings of the  33rd USENIX Security Symposium   is sponsored by USENIX.Reconstructing training data from   document",atk,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-ge-attacks (1).pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","Recognition Systems by Inferring Feature Extractor Yunjie Ge, Pinji Chen, Qian Wang, Lingchen Zhao, and Ningping Mou,  Wuhan University; Peipei Jiang, Wuhan University; City University of Hong Kong;  ",atk,Evasion,DL,Audio,YES,YES,YES,Black-box,None,NO,Low,Low,0,0,0,0,0,0,0
2024,usenixsecurity24-ge-attacks.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","Recognition Systems by Inferring Feature Extractor Yunjie Ge, Pinji Chen, Qian Wang, Lingchen Zhao, and Ningping Mou,  Wuhan University; Peipei Jiang, Wuhan University; City University of Hong Kong;  ",atk,Evasion,DL,Audio,YES,YES,YES,Black-box,None,NO,Low,Low,0,0,0,0,0,0,0
2024,usenixsecurity24-ge-hijacking (1).pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.Hijacking Attacks against Neural Network   by Analyzing Training Data Yunjie Ge, Qian Wang, and Huayang Huang, Wuhan University;   Qi Li, Tsinghua University; BNRist; Cong Wang,",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-ge-hijacking.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.Hijacking Attacks against Neural Network   by Analyzing Training Data Yunjie Ge, Qian Wang, and Huayang Huang, Wuhan University;   Qi Li, Tsinghua University; BNRist; Cong Wang,",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-hao-qingying.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.It Doesn’t Look Like Anything to Me: Using Diffusion  Model to Subvert Visual Phishing Detectors Qingying Hao and Nirav Diwan, University of Illinois at Urbana-Champaign;   Ying",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-he-haojie.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","for Binary Code Similarity Detection Haojie He, School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong  University; Xingwei Lin, Ant Group; Ziang Weng and Ruijie Zhao, School ",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-huang-zirui.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.UBA-Inf: Unlearning Activated Backdoor Attack  with Influence-Driven Camouflage Zirui Huang, Yunlong Mao, and Sheng Zhong, Nanjing University https://www.usenix.org/conference/u",atk,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-jiang-nan.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","on Voice Authentication Systems   with a Single Face Image Nan Jiang, Bangjie Sun, and Terence Sim, National University of Singapore;   Jun Han, KAIST https://www.usenix.org/conference/usenixsecurity2",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-jin-shuaifan.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","Privacy Attacks with Gradient Descent-resistant  Features in Face Recognition Shuaifan Jin, He Wang, and Zhibo Wang, Zhejiang University;   Feng Xiao, Palo Alto Networks; Jiahui Hu, Zhejiang Universit",def,Privacy,DL,Images,YES,YES,YES,White-box,Full,YES,High,Low,1,1,1,0,0,0,3
2024,usenixsecurity24-joslin.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.Double Face: Leveraging User Intelligence to  Characterize and Recognize AI-synthesized Faces Matthew Joslin, Xian Wang, and Shuang Hao, University of Texas at Dallas https://ww",def,NA,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-krauss-verify_1.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.Verify your Labels! Trustworthy Predictions   and Datasets via Confidence Scores Torsten Krauß, Jasper Stang, and Alexandra Dmitrienko, University of Würzburg https://www.usenix",def,Poisoning,DL,Images,YES,NO,NO,Black-box,None,NO,None,Low,0,0,0,0,1,1,2
2024,usenixsecurity24-kumari.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.Xplain: Analyzing Invisible Correlations   in Model Explanation Kavita Kumari and Alessandro Pegoraro, Technical University of Darmstadt;  Hossein Fereidooni, Kobil; Ahmad-Reza ",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-li-jiacheng.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","Attacks Through Membership-Invariant   Subspace Training Jiacheng Li, Ninghui Li, and Bruno Ribeiro, Purdue University https://www.usenix.org/conference/usenixsecurity24/presentation/li-jiacheng",def,Privacy,DL,Images,YES,YES,NO,Black-box,None,YES,High,Low,1,1,0,0,0,1,3
2024,usenixsecurity24-li-songze.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.BackdoorIndicator: Leveraging OOD Data for   Proactive Backdoor Detection in Federated Learning Songze Li, Southeast University; Yanbo Dai, HKUST (GZ) https://www.usenix.org/con",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-lin-zilong.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","Model Integrated Malicious Services Zilong Lin, Jian Cui, Xiaojing Liao, and XiaoFeng Wang,  Indiana University Bloomington https://www.usenix.org/conference/usenixsecurity24/presentation/lin-zilong",atk,Evasion,DL,Text,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-liu-shigang.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.EaTVul: ChatGPT-based Evasion Attack  Against Software Vulnerability Detection Shigang Liu, CSIRO’s Data61 and Swinburne University of Technology;   Di Cao, Swinburne University",atk,Evasion,DL,Other,YES,YES,NO,Black-box,None,NO,High,Low,0,1,0,0,0,1,2
2024,usenixsecurity24-lorch.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","Zooming Into the Directionality of Digital   Images With Security Implications Benedikt Lorch and Rainer Böhme, University of Innsbruck https://www.usenix.org/conference/usenixsecurity24/presentation/",both,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-lou.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.A First Physical-World Trajectory Prediction Attack via  LiDAR-induced Deceptions in Autonomous Driving Yang Lou, City University of Hong Kong; Yi Zhu, State University of New Y",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-lyu.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","Backdoor Attacks against Personalized   Federated Learning Xiaoting Lyu, Beijing Jiaotong University; Yufei Han, INRIA; Wei Wang, Jingkai Liu,  and Yongsheng Zhu, Beijing Jiaotong University; Guangqua",atk,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-meeus.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open access to the Proceedings of the  33rd USENIX Security Symposium   is sponsored by USENIX.Did the Neurons Read your Book? Document-lev",atk,Privacy,DL,Text,YES,YES,NO,Black-box,None,NO,Low,Low,0,0,0,0,0,1,1
2024,usenixsecurity24-muller.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.Vogues : Validation of O bject G uise u sing   Estimated Component s Raymond Muller, Purdue University; Yanmao Man and Ming Li,   University of Arizona; Ryan Gerdes, Virginia Te",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-nazari.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.Forget and Rewire: Enhancing the Resilience of  Transformer-based Models against Bit-Flip Attacks Najmeh Nazari, Hosein Mohammadi Makrani, and Chongzhou Fang, University   of Ca",def,NA,DL,Text,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-risse.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open access to the Proceedings of the  33rd USENIX Security Symposium   is sponsored by USENIX.Uncovering the Limits of Machine Learning fo",def,NA,DL,Other,YES,YES,NO,White-box,Full,NO,High,Low,0,1,1,0,0,1,3
2024,usenixsecurity24-shao.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open access to the Proceedings of the  33rd USENIX Security Symposium   is sponsored by USENIX.FVD-DPM: Fine-grained Vulnerability Detectio",def,NA,DL,Other,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-shen-meng.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","Meng Shen and Changyue Li, School of Cyberspace Science and Technology,   Beijing Institute of Technology, China; Qi Li, Institute for Network Sciences and  Cyberspace, Tsinghua University, China; Hao",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-shimmi.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.VulSim: Leveraging Similarity of Multi-Dimensional  Neighbor Embeddings for Vulnerability Detection Samiha Shimmi, Ashiqur Rahman, and Mohan Gadde, Northern Illinois University;",def,NA,DL,Other,YES,YES,NO,Black-box,None,NO,None,Low,0,0,0,0,0,1,1
2024,usenixsecurity24-song-wei.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open access to the Proceedings of the  33rd USENIX Security Symposium   is sponsored by USENIX.Correction-based Defense Against Adversarial",def,Evasion,DL,Images,YES,YES,NO,Black-box,None,NO,None,Low,0,0,0,0,0,1,1
2024,usenixsecurity24-sun-bing.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.Neural Network Semantic Backdoor Detection   and Mitigation: A Causality-Based Approach Bing Sun, Jun Sun, and Wayne Koh, Singapore Management University;   Jie Shi, Huawei Sing",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,usenixsecurity24-tan.pdf,"This paper is included in the Proceedings of the  33rd USENIX Security Symposium. August 14–16, 2024 • Philadelphia, PA, USA 978-1-939133-44-1 Open ac","is sponsored by USENIX.Defending Against Data Reconstruction Attacks in  Federated Learning: An Information Theory Approach Qi Tan, Department of Computer Science and Technology, Tsinghua University; ",def,Privacy,DL,Images,YES,YES,NO,Black-box,None,YES,High,Low,1,1,0,0,0,1,3
