Year,Conference,Filename,Title,Authors,G1,G2,G3,G4,G5,G6,G7,T1,T2,Q1,Q2,Q3,Flag_Grad,Flag_HighQ,Flag_WB,Flag_NoEcon,Flag_NoCode,Flag_NoReal,Traditional_Score
2023,USENIX,usenixsecurity23-yuan-yuanyuan-certification.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.Precise and Generalized Robustness   Certification for Neural Networks Yuanyuan Yuan, The Hong Kong University of Science and Technology   and ETH Zurich;  Shuai Wang, The Hong ",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,USENIX,usenixsecurity23-zeng.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access to the Proceedings of the  32nd USENIX Security Symposium  is sponsored by USENIX.Meta-Sift: How to Sift Out a Clean Subset  in the P",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,USENIX,usenixsecurity23-zhang-jiawei.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.DiffSmooth: Certifiably Robust Learning   via Diffusion Models and Local Smoothing Jiawei Zhang, UIUC; Zhongzhu Chen, University of Michigan, Ann Arbor;  Huan Zhang, Carnegie Me",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,USENIX,usenixsecurity23-zhang-shibo.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","is sponsored by USENIX.CAPatch: Physical Adversarial Patch   against Image Captioning Systems Shibo Zhang, USSLAB, Zhejiang University; Yushi Cheng, BNRist, Tsinghua University;   Wenjun Zhu, Xiaoyu J",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,USENIX,usenixsecurity23-zhang-zhuo-pelican (1).pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","Deep Learning Models In Binary Code Analysis Zhuo Zhang, Guanhong Tao, Guangyu Shen, Shengwei An, Qiuling Xu, Yingqi Liu,   and Yapeng Ye, Purdue University; Yaoxuan Wu, University of California, Los ",atk,Evasion,DL,Malware,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,USENIX,usenixsecurity23-zhang-zhuo-pelican.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","Deep Learning Models In Binary Code Analysis Zhuo Zhang, Guanhong Tao, Guangyu Shen, Shengwei An, Qiuling Xu, Yingqi Liu,   and Yapeng Ye, Purdue University; Yaoxuan Wu, University of California, Los ",atk,Evasion,DL,Malware,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2023,USENIX,usenixsecurity23-zhu.pdf,"This paper is included in the Proceedings of the  32nd USENIX Security Symposium. August 9–11, 2023 • Anaheim, CA, USA 978-1-939133-37-3 Open access t","32nd USENIX Security Symposium  is sponsored by USENIX.TPatch: A Triggered Physical Adversarial Patch Wenjun Zhu and Xiaoyu Ji, USSLAB, Zhejiang University; Yushi Cheng, BNRist,  Tsinghua University; ",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,2309.03466v2.pdf,"Neural Dehydration : Effective Erasure of Black-box Watermarks from DNNs with Limited Data Yifan Lu Fudan University Shanghai, China luyf23@m.fudan.ed","from DNNs with Limited Data Yifan Lu Fudan University Shanghai, China luyf23@m.fudan.edu.cnWenxuan Li",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3670267.pdf,"Beowulf: Mitigating Model Extraction Attacks Via Reshaping Decision Regions Xueluan Gong School of Computer Science, Wuhan University, Wuhan, China xu","Xueluan Gong School of Computer Science, Wuhan University, Wuhan, China xueluangong@whu.edu.cnRubin Wei",def,Privacy,DL,Images,YES,NO,NO,Black-box,,NO,Low,Low,0,0,0,0,1,1,2
2024,ACM,3658644.3670285.pdf,"SafeEar: Content Privacy-Preserving Audio Deepfake Detection Xinfeng Li∗ Zhejiang University HangZhou, Zhejiang, China xinfengli@zju.edu.cnKai Li∗ Tsi","SafeEar: Content Privacy-Preserving Audio Deepfake Detection Xinfeng Li∗ Zhejiang University HangZhou, Zhejiang, China xinfengli@zju.edu.cnKai Li∗",def,Privacy,DL,Audio,YES,YES,NO,Black-box,,NO,Low,Low,0,0,0,0,0,1,1
2024,ACM,3658644.3670291.pdf,Avara: A Uniform Evaluation System for Perceptibility Analysis Against Adversarial Object Evasion Attacks Xinyao Ma∗ Indiana University Bloomington Bl,"Against Adversarial Object Evasion Attacks Xinyao Ma∗ Indiana University Bloomington Bloomington, IN, USA maxiny@iu.eduChaoqi Zhang∗",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3670293.pdf,"SUB-PLAY : Adversarial Policies against Partially Observed Multi-Agent Reinforcement Learning Systems Oubo Ma Zhejiang University Hangzhou, China mob@","Multi-Agent Reinforcement Learning Systems Oubo Ma Zhejiang University Hangzhou, China mob@zju.edu.cnYuwen Pu∗",atk,Evasion,DL,Images,YES,YES,NO,Black-box,,NO,High,High,0,1,0,0,0,1,2
2024,ACM,3658644.3670295.pdf,"SafeGen: Mitigating Sexually Explicit Content Generation in Text-to-Image Models Xinfeng Li∗ Zhejiang University HangZhou, Zhejiang, China xinfengli@z","Text-to-Image Models Xinfeng Li∗ Zhejiang University HangZhou, Zhejiang, China xinfengli@zju.edu.cnYuchen Yang∗",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3670296.pdf,VisionGuard: Secure and Robust Visual Perception of Autonomous Vehicles in Practice Xingshuo Han xingshuo001@e.ntu.edu.sg Nanyang Technological Univer,Autonomous Vehicles in Practice Xingshuo Han xingshuo001@e.ntu.edu.sg Nanyang Technological University SingaporeHaozhao Wang∗,def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3670298.pdf,"Data Poisoning Attacks to Locally Differentially Private Frequent Itemset Mining Protocols Wei Tong State Key Laboratory of Novel Software Technology,","Wei Tong State Key Laboratory of Novel Software Technology, Nanjing University Nanjing, China weitong@outlook.comHaoyu Chen",atk,Poisoning,Both,Other,YES,YES,NO,Gray-box,Partial,YES,High,Low,1,1,0,0,0,1,3
2024,ACM,3658644.3670307.pdf,"Byzantine-Robust Decentralized Federated Learning Minghong Fang∗ University of Louisville Louisville, KY, USAZifan Zhang North Carolina State Universi","Byzantine-Robust Decentralized Federated Learning Minghong Fang∗ University of Louisville Louisville, KY, USAZifan Zhang North Carolina State University",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3670309.pdf,"Zero-Query Adversarial Attack on Black-box Automatic Speech Recognition Systems Zheng Fang∗ Wuhan University Wuhan, China zhengfang618@whu.edu.cnTao W","Recognition Systems Zheng Fang∗ Wuhan University Wuhan, China zhengfang618@whu.edu.cnTao Wang∗",atk,Evasion,DL,Audio,YES,YES,YES,Black-box,,NO,,High,0,0,0,0,0,0,0
2024,ACM,3658644.3670317.pdf,"I Don’t Know You, But I Can Catch You: Real-Time Defense against Diverse Adversarial Patches for Object Detectors Zijin Lin IIE, CAS† School of Cyber ","Zijin Lin IIE, CAS† School of Cyber Security, UCAS‡ Beijing, ChinaYue Zhao∗ IIE, CAS†",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3670361.pdf,"Watch Out! Simple Horizontal Class Backdoor Can Trivially Evade Defense Hua Ma CSIRO’s Data61 Sydney, AustraliaShang Wang University of Technology Syd","CSIRO’s Data61 Sydney, AustraliaShang Wang University of Technology Sydney Sydney, AustraliaYansong Gao",atk,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3670365.pdf,Not One Less: Exploring Interplay between User Profiles and Items in Untargeted Attacks against Federated Recommendation Yurong Hao Beijing Jiaotong U,"Items in Untargeted Attacks against Federated Recommendation Yurong Hao Beijing Jiaotong University Beijing, China yurong.hao@bjtu.edu.cnXihui Chen",atk,Poisoning,DL,Other,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3670370.pdf,"PLeak: Prompt Leaking Attacks against Large Language Model Applications Bo Hui Johns Hopkins University Baltimore, MD, USA bo.hui@jhu.eduHaolin Yuan J","Applications Bo Hui Johns Hopkins University Baltimore, MD, USA bo.hui@jhu.eduHaolin Yuan",atk,Privacy,DL,Text,YES,YES,NO,Black-box,,YES,High,High,1,1,0,0,0,1,3
2024,ACM,3658644.3670382.pdf,"The Invisible Polyjuice Potion: An Effective Physical Adversarial Attack Against Face Recognition Ye Wang The University of Kansas Lawrence, KS, USA y","Attack Against Face Recognition Ye Wang The University of Kansas Lawrence, KS, USA yeah_wong@ku.eduZeyan Liu",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3670386.pdf,"Inbox Invasion: Exploiting MIME Ambiguities to Evade Email Attachment Detectors Jiahe Zhang Tsinghua University Beijing, China zhjh23@mails.tsinghua.e","Attachment Detectors Jiahe Zhang Tsinghua University Beijing, China zhjh23@mails.tsinghua.edu.cnJianjun Chen∗",atk,Evasion,DL,Malware,YES,YES,YES,Black-box,,NO,High,Low,0,1,0,0,0,0,1
2024,ACM,3658644.3670388.pdf,“Do Anything Now”: Characterizing and Evaluating In-The-Wild Jailbreak Prompts on Large Language Models Xinyue Shen CISPA Helmholtz Center for Informa,"Information Security Saarbrücken, Germany xinyue.shen@cispa.deZeyuan Chen CISPA Helmholtz Center for Information Security",atk,Evasion,DL,Text,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3670395.pdf,"Alchemy: Data-Free Adversarial Training Yijie Bai baiyj@zju.edu.cn Zhejiang University Hangzhou, Zhejiang, ChinaZhongming Ma allen191819@whu.edu.cn Zh","Alchemy: Data-Free Adversarial Training Yijie Bai baiyj@zju.edu.cn Zhejiang University Hangzhou, Zhejiang, ChinaZhongming Ma",def,Evasion,DL,Images,YES,YES,NO,White-box,,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3690185.pdf,"𝑆2NeRF: Privacy-preserving Training Framework for NeRF Bokang Zhang∗ The Chinese University of Hong Kong, Shenzhen Shenzhen, China bokangzhang@link.cu","𝑆2NeRF: Privacy-preserving Training Framework for NeRF Bokang Zhang∗ The Chinese University of Hong Kong, Shenzhen Shenzhen, China",both,Privacy,DL,Images,YES,YES,NO,Black-box,,YES,High,Low,1,1,0,0,0,1,3
2024,ACM,3658644.3690187.pdf,Distributed Backdoor Attacks on Federated Graph Learning and Certified Defenses Yuxin Yang yuxiny22@mails.jlu.edu.cn College of Computer Science and T,"Certified Defenses Yuxin Yang yuxiny22@mails.jlu.edu.cn College of Computer Science and Technology, Jilin University",atk,Poisoning,DL,Other,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3690194.pdf,"Evaluations of Machine Learning Privacy Defenses are Misleading Michael Aerni∗ ETH Zurich Zurich, SwitzerlandJie Zhang∗ ETH Zurich Zurich, Switzerland","ETH Zurich Zurich, SwitzerlandJie Zhang∗ ETH Zurich Zurich, SwitzerlandFlorian Tramèr ETH Zurich Zurich, Switzerland",atk,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3690202.pdf,A Unified Membership Inference Method for Visual Self-supervised Encoder via Part-aware Capability Jie Zhu Key Lab of High Confidence Software Technol,"Jie Zhu Key Lab of High Confidence Software Technologies (Peking University), Ministry of Education, China School of Computer Science, Peking University, Beijing China",atk,Privacy,DL,Images,YES,YES,NO,Black-box,Partial,NO,High,Low,0,1,0,0,0,1,2
2024,ACM,3658644.3690205.pdf,"Understanding Implosion in Text-to-Image Generative Models Wenxin Ding University of Chicago Chicago, IL, USACathy Y. Li University of Chicago Chicago","Understanding Implosion in Text-to-Image Generative Models Wenxin Ding University of Chicago Chicago, IL, USACathy Y. Li",atk,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3690208.pdf,"Training Robust ML-based Raw-Binary Malware Detectors in Hours, not Months Keane Lucas kjlucas@alumni.cmu.edu Carnegie Mellon University Pittsburgh, P","in Hours, not Months Keane Lucas kjlucas@alumni.cmu.edu Carnegie Mellon University Pittsburgh, Pennsylvania, USAWeiran Lin",def,Evasion,DL,Malware,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3690226.pdf,"A General Framework for Data-Use Auditing of ML Models Zonghao Huang Duke University Durham, NC, USA zonghao.huang@duke.eduNeil Zhenqiang Gong Duke Un","A General Framework for Data-Use Auditing of ML Models Zonghao Huang Duke University Durham, NC, USA zonghao.huang@duke.eduNeil Zhenqiang Gong",def,Privacy,DL,Images,YES,YES,NO,Black-box,,NO,High,Low,0,1,0,0,0,1,2
2024,ACM,3658644.3690238.pdf,ProFake: Detecting Deepfakes in the Wild against Quality Degradation with Progressive Quality-adaptive Learning Huiyu Xu† The State Key Laboratory of ,"The State Key Laboratory of Blockchain and Data Security Zhejiang University Hangzhou, Zhejiang, P. R. China huiyuxu@zju.edu.cnYaopeng Wang†",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3690250.pdf,"Fisher Information guided Purification against Backdoor Attacks Nazmul Karim∗ nazmul.karim170@gmail.com University of Central Florida Orlando, Florida","Fisher Information guided Purification against Backdoor Attacks Nazmul Karim∗ nazmul.karim170@gmail.com University of Central Florida Orlando, Florida, USAAbdullah Al Arafat∗",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3690279.pdf,"PreCurious: How Innocent Pre-Trained Language Models Turn into Privacy Traps Ruixuan Liu Emory University Atlanta, USA ruixuan.liu2@emory.eduTianhao W","into Privacy Traps Ruixuan Liu Emory University Atlanta, USA ruixuan.liu2@emory.eduTianhao Wang",atk,Privacy,DL,Text,YES,YES,NO,Black-box,,NO,High,Low,0,1,0,0,0,1,2
2024,ACM,3658644.3690284.pdf,"BadMerging: Backdoor Attacks Against Model Merging Jinghuai Zhang University of California, Los Angeles Los Angeles, USA jinghuai1998@g.ucla.eduJianfe","BadMerging: Backdoor Attacks Against Model Merging Jinghuai Zhang University of California, Los Angeles Los Angeles, USA jinghuai1998@g.ucla.eduJianfeng Chi",atk,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3690291 (1).pdf,"Optimization-based Prompt Injection Attack to LLM-as-a-Judge Jiawen Shi∗ Huazhong University of Science and Technology Wuhan, China shijiawen@hust.edu","Optimization-based Prompt Injection Attack to LLM-as-a-Judge Jiawen Shi∗ Huazhong University of Science and Technology Wuhan, China",atk,Evasion,DL,Text,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3690291.pdf,"Optimization-based Prompt Injection Attack to LLM-as-a-Judge Jiawen Shi∗ Huazhong University of Science and Technology Wuhan, China shijiawen@hust.edu","Optimization-based Prompt Injection Attack to LLM-as-a-Judge Jiawen Shi∗ Huazhong University of Science and Technology Wuhan, China",atk,Evasion,DL,Text,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3690292.pdf,"Uncovering Gradient Inversion Risks in Practical Language Model Training Xinguo Feng The University of Queensland Brisbane, Australia s.feng@uq.edu.au","Model Training Xinguo Feng The University of Queensland Brisbane, Australia s.feng@uq.edu.auZhongkui Ma",atk,Privacy,DL,Text,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3690295.pdf,Unveiling the Vulnerability of Private Fine-Tuning in Split-Based Frameworks for Large Language Models: A Bidirectionally Enhanced Attack Guanzhong Ch,"Shenzhen Shenzhen, China muxichenz@outlook.comZhenghan Qin Zhejiang University Hangzhou, China",atk,Privacy,DL,Text,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3690297.pdf,ZeroFake: Zero-Shot Detection of Fake Images Generated and Edited by Text-to-Image Generation Models Zeyang Sha CISPA Helmholtz Center for Information,"Information Security Saarbrücken, Germany zeyang.sha@cispa.deYicong Tan CISPA Helmholtz Center for Information Security",def,Evasion,DL,Images,YES,YES,NO,Black-box,,NO,,High,0,0,0,0,0,1,1
2024,ACM,3658644.3690304.pdf,"Analyzing Inference Privacy Risks Through Gradients In Machine Learning Zhuohang Li Vanderbilt University Nashville, TN, USA zhuohang.li@vanderbilt.ed","Learning Zhuohang Li Vanderbilt University Nashville, TN, USA zhuohang.li@vanderbilt.eduAndrew Lowy",atk,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3690305.pdf,"Blind and Low Vision Individuals’ Detection of Audio Deepfakes Filipo Sharevski DePaul University Chicago, IL, United States fsharevs@depaul.eduAziz Z","Blind and Low Vision Individuals’ Detection of Audio Deepfakes Filipo Sharevski DePaul University Chicago, IL, United States fsharevs@depaul.eduAziz Zeidieh",def,,Both,Audio,NO,NO,NO,Black-box,,NO,,Low,0,0,0,1,1,1,3
2024,ACM,3658644.3690306.pdf,"Membership Inference Attacks Against In-Context Learning Rui Wen CISPA Helmholtz Center for Information Security Saarbrücken, Germany rui.wen@cispa.de","Information Security Saarbrücken, Germany rui.wen@cispa.deZheng Li∗ CISPA Helmholtz Center for Information Security",atk,Privacy,DL,Text,YES,NO,NO,Black-box,,NO,Low,Low,0,0,0,0,1,1,2
2024,ACM,3658644.3690311.pdf,"Trident of Poseidon: A Generalized Approach for Detecting Deepfake Voices Thien-Phuc Doan phucdt@soongsil.ac.kr Soongsil University Seoul, South Korea","Deepfake Voices Thien-Phuc Doan phucdt@soongsil.ac.kr Soongsil University Seoul, South KoreaHung Dinh-Xuan",def,,DL,Audio,YES,YES,NO,Black-box,,NO,,Low,0,0,0,0,0,1,1
2024,ACM,3658644.3690316 (1).pdf,"Is Difficulty Calibration All We Need? Towards More Practical Membership Inference Attacks Yu He∗† Wuhan University Wuhan, China yuherin@whu.edu.cnBoh","Membership Inference Attacks Yu He∗† Wuhan University Wuhan, China yuherin@whu.edu.cnBoheng Li∗†",atk,Privacy,DL,Images,YES,YES,NO,Black-box,Partial,NO,Low,Low,0,0,0,0,0,1,1
2024,ACM,3658644.3690316.pdf,"Is Difficulty Calibration All We Need? Towards More Practical Membership Inference Attacks Yu He∗† Wuhan University Wuhan, China yuherin@whu.edu.cnBoh","Membership Inference Attacks Yu He∗† Wuhan University Wuhan, China yuherin@whu.edu.cnBoheng Li∗†",atk,Privacy,DL,Images,YES,YES,NO,Black-box,Partial,NO,Low,Low,0,0,0,0,0,1,1
2024,ACM,3658644.3690317.pdf,HyperTheft: Thieving Model Weights from TEE-Shielded Neural Networks via Ciphertext Side Channels Yuanyuan Yuan The Hong Kong University of Science an,"Neural Networks via Ciphertext Side Channels Yuanyuan Yuan The Hong Kong University of Science and Technology Hong Kong, China",atk,Privacy,DL,Images,YES,YES,NO,Black-box,,NO,,Low,0,0,0,0,0,1,1
2024,ACM,3658644.3690325.pdf,3658644.3690325,,atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3690327.pdf,"Moderator: Moderating Text-to-Image Diffusion Models through Fine-grained Context-based Policies Peiran Wang∗ Tsinghua University Beijing, China while","Fine-grained Context-based Policies Peiran Wang∗ Tsinghua University Beijing, China whilebug@gmail.comQiyu Li∗",def,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3690334.pdf,"Neural Dehydration: Effective Erasure of Black-box Watermarks from DNNs with Limited Data Yifan Lu Fudan University Shanghai, China luyf23@m.fudan.edu","from DNNs with Limited Data Yifan Lu Fudan University Shanghai, China luyf23@m.fudan.edu.cnWenxuan Li",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3690335 (1).pdf,"SeqMIA: Sequential-Metric Based Membership Inference Attack Hao Li∗ Institute of Software, Chinese Academy of Sciences Beijing, ChinaZheng Li∗ CISPA H","Institute of Software, Chinese Academy of Sciences Beijing, ChinaZheng Li∗ CISPA Helmholtz Center for Information Security Saarbrücken, GermanySiyuan Wu",atk,Privacy,DL,Images,YES,YES,NO,Black-box,,NO,High,Low,0,1,0,0,0,1,2
2024,ACM,3658644.3690335.pdf,"SeqMIA: Sequential-Metric Based Membership Inference Attack Hao Li∗ Institute of Software, Chinese Academy of Sciences Beijing, ChinaZheng Li∗ CISPA H","Institute of Software, Chinese Academy of Sciences Beijing, ChinaZheng Li∗ CISPA Helmholtz Center for Information Security Saarbrücken, GermanySiyuan Wu",atk,Privacy,DL,Images,YES,YES,NO,Black-box,Full,NO,High,Low,0,1,0,0,0,1,2
2024,ACM,3658644.3690337.pdf,"Mithridates: Auditing and Boosting Backdoor Resistance of Machine Learning Pipelines Eugene Bagdasarian University of Massachusetts Amherst Amherst, U","of Machine Learning Pipelines Eugene Bagdasarian University of Massachusetts Amherst Amherst, USA eugene@cs.umass.eduVitaly Shmatikov",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3690338.pdf,"Demystifying RCE Vulnerabilities in LLM-Integrated Apps Tong Liu IIE, CAS† School of Cyber Security, UCAS‡ Beijing, China liutong@iie.ac.cnZizhuang De","School of Cyber Security, UCAS‡ Beijing, China liutong@iie.ac.cnZizhuang Deng School of Cyber Science and Technology, Shandong University",atk,Evasion,DL,Text,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3690343.pdf,Certifiable Black-Box Attacks with Randomized Adversarial Examples: Breaking Defenses with Provable Confidence Hanbin Hong University of Connecticut S,"Examples: Breaking Defenses with Provable Confidence Hanbin Hong University of Connecticut Storrs, Connecticut, USAXinyu Zhang Zhejiang University",atk,Evasion,DL,Images,YES,YES,NO,Black-box,,NO,High,Low,0,1,0,0,0,1,2
2024,ACM,3658644.3690346.pdf,SurrogatePrompt: Bypassing the Safety Filter of Text-to-Image Models via Substitution Zhongjie Ba zhongjieba@zju.edu.cn The State Key Laboratory of Bl,"Models via Substitution Zhongjie Ba zhongjieba@zju.edu.cn The State Key Laboratory of Blockchain and Data Security,",atk,Evasion,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,ACM,3658644.3690369.pdf,Phantom: Untargeted Poisoning Attacks on Semi-Supervised Learning Jonathan Knauer jonathan.knauer@stud.tu-darmstadt.de Technical University of Darmsta,"Learning Jonathan Knauer jonathan.knauer@stud.tu-darmstadt.de Technical University of Darmstadt Darmstadt, GermanyPhillip Rieger",atk,Poisoning,DL,Images,YES,YES,NO,Black-box,Partial,NO,Low,Low,0,0,0,0,0,1,1
2024,IEEE,2205.06900v2.pdf,"MM-BD: Post-Training Detection of Backdoor Attacks with Arbitrary Backdoor Pattern Types Using a Maximum Margin Statistic Hang Wang*, Zhen Xiang,*Davi","Pattern Types Using a Maximum Margin Statistic Hang Wang*, Zhen Xiang,*David J. Miller,George Kesidis Anomalee Inc., State College, PA, USA Pennsylvania State University, University Park, PA, USA Abst",def,Poisoning,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,IEEE,2311.10500v2.pdf,"From Principle to Practice: Vertical Data Minimization for Machine Learning Robin Staab ETH Zurich, Switzerland robin.staab@inf.ethz.chNikola Jovanovi","Robin Staab ETH Zurich, Switzerland robin.staab@inf.ethz.chNikola Jovanovi ´c ETH Zurich, Switzerland nikola.jovanovic@inf.ethz.chMislav Balunovi ´c",def,Privacy,Both,Other,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,IEEE,313000a002.pdf,SoK: Privacy-Preserving Data Synthesis Yuzheng Hu∗1Fan Wu∗1Qinbin Li2Yunhui Long1Gonzalo Munilla Garrido3 Chang Ge4Bolin Ding5David Forsyth1Bo Li1Dawn,Yuzheng Hu∗1Fan Wu∗1Qinbin Li2Yunhui Long1Gonzalo Munilla Garrido3 Chang Ge4Bolin Ding5David Forsyth1Bo Li1Dawn Song2 1University of Illinois Urbana-Champaign2UC Berkeley 3Technische Universit ¨at M ¨,def,Privacy,Both,Images,YES,YES,NO,Black-box,,NO,Low,Low,0,0,0,0,0,1,1
2024,IEEE,313000a030.pdf,"LOKI: Large-scale Data Reconstruction Attack against Federated Learning through Model Manipulation Joshua C. Zhao1, Atul Sharma1, Ahmed Roushdy Elkord","Joshua C. Zhao1, Atul Sharma1, Ahmed Roushdy Elkordy2, Yahya H. Ezzeldin2 Salman Avestimehr2, Saurabh Bagchi1 1Purdue University,2University of Southern California {zhao1207,sharm438,sbagchi }@purdue.",atk,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,IEEE,313000a052.pdf,"No Privacy Left Outside: On the (In-)Security of TEE-Shielded DNN Partition for On-Device ML Ziqi Zhang∗, Chen Gong†, Yifeng Cai∗, Yuanyuan Yuan‡, Bin","Ziqi Zhang∗, Chen Gong†, Yifeng Cai∗, Yuanyuan Yuan‡, Bingyan Liu§, Ding Li∗, Yao Guo∗, Xiangqun Chen∗ ∗Key Laboratory of High-Confidence Software Technologies (MOE), School of Computer Science, Pekin",def,Privacy,DL,Images,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
2024,IEEE,313000a056.pdf,"ALIF: Low-Cost Adversarial Audio Attacks on Black-Box Speech Platforms using Linguistic Features Peng Cheng∗,#, Yuwei Wang∗,#, Peng Huang∗,#, Zhongjie","Linguistic Features Peng Cheng∗,#, Yuwei Wang∗,#, Peng Huang∗,#, Zhongjie Ba∗,#,‡, Xiaodong Lin†, Feng Lin∗,#,L iL u∗,#, Kui Ren∗,# ∗Zhejiang University, Hangzhou, China #ZJU-Hangzhou Global Scientiﬁc",atk,Evasion,DL,Audio,YES,YES,YES,Black-box,,NO,Low,Low,0,0,0,0,0,0,0
2024,IEEE,313000a061.pdf,You Only Prompt Once: On the Capabilities of Prompt Learning on Large Language Models to Tackle Toxic Content Xinlei He1Savvas Zannettou2Yun Shen3Yang,Language Models to Tackle Toxic Content Xinlei He1Savvas Zannettou2Yun Shen3Yang Zhang1 1CISPA Helmholtz Center for Information Security2Delft University of Technology3NetApp Abstract —The spread of t,atk,Evasion,DL,Text,YES,YES,NO,White-box,Full,YES,High,Low,1,1,1,0,0,1,4
